-1.45,216.7
-1.25,216.7
-1.05,217.05
-0.85,217.05
-0.65,216.4
0.65,216.4
0.85,217.05
1.05,217.05
1.25,216.7
1.45,216.7
0.8465,216
-0.8465,216
